Latitude (decimal degrees):	51.496
Longitude (decimal degrees):	10.808
Elevation (m):	177
Radiation database:	PVGIS-SARAH2


Slope: 45 deg. 
Azimuth: 4 deg. 
time,G(i),H_sun,T2m,WS10m,Int
20200407:0010,0.0,0.0,6.15,2.34,0.0
20200407:0110,0.0,0.0,5.38,2.55,0.0
20200407:0210,0.0,0.0,5.03,2.62,0.0
20200407:0310,0.0,0.0,4.77,2.55,0.0
20200407:0410,0.0,0.0,4.42,2.41,0.0
20200407:0510,14.49,4.05,4.11,2.28,0.0
20200407:0610,163.3,13.37,5.98,1.79,0.0
20200407:0710,396.5,22.49,9.92,1.52,0.0
20200407:0810,633.5,30.93,12.19,1.66,0.0
20200407:0910,817.59,38.09,13.78,1.59,0.0
20200407:1010,889.36,43.16,15.07,1.72,0.0
20200407:1110,908.53,45.31,16.15,1.79,0.0
20200407:1210,966.51,44.09,16.91,1.72,0.0
20200407:1310,888.32,39.75,17.35,1.59,0.0
20200407:1410,370.11,33.09,17.3,1.86,0.0
20200407:1510,366.84,24.94,16.89,2.34,0.0
20200407:1610,283.4,15.96,16.42,2.34,0.0
20200407:1710,66.99,6.65,15.32,2.34,0.0
20200407:1810,0.0,0.0,13.41,2.55,0.0
20200407:1910,0.0,0.0,12.7,2.55,0.0
20200407:2010,0.0,0.0,11.44,2.62,0.0
20200407:2110,0.0,0.0,10.43,2.69,0.0
20200407:2210,0.0,0.0,9.61,2.69,0.0
20200407:2310,0.0,0.0,8.82,2.62,0.0
20200408:0010,0.0,0.0,8.08,2.48,0.0
20200408:0110,0.0,0.0,7.35,2.41,0.0
20200408:0210,0.0,0.0,6.67,2.28,0.0
20200408:0310,0.0,0.0,5.97,2.21,0.0
20200408:0410,0.0,0.0,5.25,2.14,0.0
20200408:0510,18.52,4.39,4.55,2.0,0.0
20200408:0610,174.65,13.71,5.92,1.38,0.0
20200408:0710,418.95,22.83,9.89,1.59,0.0
20200408:0810,660.73,31.29,12.21,1.59,0.0
20200408:0910,874.41,38.46,14.48,1.59,0.0
20200408:1010,1023.11,43.54,16.49,1.66,0.0
20200408:1110,1081.74,45.69,17.95,1.79,0.0
20200408:1210,1084.13,44.44,18.83,1.86,0.0
20200408:1310,975.76,40.07,19.2,1.52,0.0
20200408:1410,796.46,33.38,19.32,1.1,0.0
20200408:1510,566.33,25.2,19.17,0.76,0.0
20200408:1610,308.1,16.21,18.82,0.69,0.0
20200408:1710,74.24,6.9,17.39,0.97,0.0
20200408:1810,0.0,0.0,15.39,1.17,0.0
20200408:1910,0.0,0.0,15.36,0.97,0.0
20200408:2010,0.0,0.0,14.52,0.83,0.0
20200408:2110,0.0,0.0,13.47,0.69,0.0
20200408:2210,0.0,0.0,12.13,0.97,0.0
20200408:2310,0.0,0.0,10.39,1.45,0.0
20200409:0010,0.0,0.0,7.94,1.79,0.0
20200409:0110,0.0,0.0,6.85,1.86,0.0
20200409:0210,0.0,0.0,6.06,1.86,0.0
20200409:0310,0.0,0.0,5.64,1.86,0.0
20200409:0410,0.0,0.0,5.17,1.86,0.0
20200409:0510,17.71,4.73,4.89,1.86,0.0
20200409:0610,165.72,14.05,7.06,1.24,0.0
20200409:0710,252.81,23.18,10.34,0.97,0.0
20200409:0810,623.98,31.64,12.77,1.17,0.0
20200409:0910,586.81,38.83,14.27,2.07,0.0
20200409:1010,983.61,43.92,15.11,2.21,0.0
20200409:1110,1038.16,46.06,15.78,1.93,0.0
20200409:1210,783.01,44.79,16.37,1.72,0.0
20200409:1310,157.88,40.39,16.89,1.93,0.0
20200409:1410,548.6,33.66,17.27,2.62,0.0
20200409:1510,459.67,25.46,16.98,2.76,0.0
20200409:1610,236.58,16.45,16.36,2.83,0.0
20200409:1710,74.09,7.14,15.2,2.28,0.0
20200409:1810,0.0,0.0,13.56,2.14,0.0
20200409:1910,0.0,0.0,12.32,1.72,0.0
20200409:2010,0.0,0.0,10.06,1.79,0.0
20200409:2110,0.0,0.0,8.59,1.79,0.0
20200409:2210,0.0,0.0,7.81,1.72,0.0
20200409:2310,0.0,0.0,7.08,1.66,0.0
20200410:0010,0.0,0.0,6.66,1.52,0.0
20200410:0110,0.0,0.0,6.3,1.38,0.0
20200410:0210,0.0,0.0,5.9,1.24,0.0
20200410:0310,0.0,0.0,5.28,1.24,0.0
20200410:0410,0.0,0.0,4.76,1.24,0.0
20200410:0510,21.74,5.06,4.5,1.1,0.0
20200410:0610,152.26,14.38,6.52,0.55,0.0
20200410:0710,404.79,23.52,8.89,0.69,0.0
20200410:0810,664.24,32.0,10.62,0.76,0.0
20200410:0910,870.46,39.2,11.95,0.41,0.0
20200410:1010,967.25,44.3,13.33,0.55,0.0
20200410:1110,990.19,46.44,14.41,1.86,0.0
20200410:1210,985.02,45.14,14.69,2.14,0.0
20200410:1310,913.12,40.7,14.98,2.28,0.0
20200410:1410,778.07,33.94,14.94,2.34,0.0
20200410:1510,563.04,25.72,14.61,2.48,0.0
20200410:1610,307.42,16.7,14.05,2.48,0.0
20200410:1710,80.19,7.39,12.93,2.21,0.0
20200410:1810,0.0,0.0,11.14,2.34,0.0
20200410:1910,0.0,0.0,9.55,2.34,0.0
20200410:2010,0.0,0.0,7.96,2.07,0.0
20200410:2110,0.0,0.0,6.39,1.72,0.0
20200410:2210,0.0,0.0,5.61,1.52,0.0
20200410:2310,0.0,0.0,5.23,1.38,0.0
20200411:0010,0.0,0.0,4.7,1.31,0.0
20200411:0110,0.0,0.0,4.09,1.31,0.0
20200411:0210,0.0,0.0,3.37,1.31,0.0
20200411:0310,0.0,0.0,2.92,1.31,0.0
20200411:0410,0.0,0.0,2.62,1.24,0.0
20200411:0510,10.47,5.39,2.32,1.31,0.0
20200411:0610,189.2,14.71,3.79,0.9,0.0
20200411:0710,420.35,23.85,6.66,1.52,0.0
20200411:0810,676.84,32.34,8.26,2.0,0.0
20200411:0910,868.87,39.56,9.81,2.07,0.0
20200411:1010,1034.85,44.67,11.12,1.93,0.0
20200411:1110,1078.45,46.81,12.28,1.66,0.0
20200411:1210,1087.22,45.49,13.22,1.59,0.0
20200411:1310,977.84,41.02,13.85,1.66,0.0
20200411:1410,792.63,34.22,14.2,1.79,0.0
20200411:1510,569.07,25.98,14.17,2.0,0.0
20200411:1610,317.79,16.94,13.79,2.07,0.0
20200411:1710,80.65,7.63,12.81,1.72,0.0
20200411:1810,0.0,0.0,11.12,2.07,0.0
20200411:1910,0.0,0.0,9.9,2.21,0.0
20200411:2010,0.0,0.0,8.09,2.07,0.0
20200411:2110,0.0,0.0,6.43,1.93,0.0
20200411:2210,0.0,0.0,5.86,1.66,0.0
20200411:2310,0.0,0.0,7.76,1.03,0.0
20200412:0010,0.0,0.0,7.61,0.34,0.0
20200412:0110,0.0,0.0,7.44,0.07,0.0
20200412:0210,0.0,0.0,7.02,0.28,0.0
20200412:0310,0.0,0.0,6.58,0.62,0.0
20200412:0410,0.0,0.0,5.54,1.03,0.0
20200412:0510,26.57,5.72,4.64,1.24,0.0
20200412:0610,184.84,15.04,6.04,0.69,0.0
20200412:0710,423.04,24.19,10.02,0.83,0.0
20200412:0810,530.33,32.69,13.45,1.45,0.0
20200412:0910,583.56,39.92,15.22,2.62,0.0
20200412:1010,1005.35,45.04,16.63,3.1,0.0
20200412:1110,1068.5,47.18,17.81,3.1,0.0
20200412:1210,1068.7,45.83,18.53,2.97,0.0
20200412:1310,755.89,41.33,18.97,2.97,0.0
20200412:1410,423.57,34.5,19.17,3.03,0.0
20200412:1510,295.45,26.23,18.68,2.83,0.0
20200412:1610,288.49,17.19,18.01,1.86,0.0
20200412:1710,77.57,7.87,17.14,1.59,0.0
20200412:1810,0.0,0.0,15.51,1.72,0.0
20200412:1910,0.0,0.0,13.67,2.0,0.0
20200412:2010,0.0,0.0,11.34,2.21,0.0
20200412:2110,0.0,0.0,9.68,2.28,0.0
20200412:2210,0.0,0.0,8.61,2.34,0.0
20200412:2310,0.0,0.0,7.94,2.41,0.0
20200413:0010,0.0,0.0,7.41,2.41,0.0
20200413:0110,0.0,0.0,6.76,2.48,0.0
20200413:0210,0.0,0.0,6.66,2.62,0.0
20200413:0310,0.0,0.0,6.85,2.9,0.0
20200413:0410,0.0,0.0,7.19,3.1,0.0
20200413:0510,30.59,6.05,6.9,3.45,0.0
20200413:0610,139.87,15.37,6.75,4.28,0.0
20200413:0710,163.91,24.52,7.42,4.55,0.0
20200413:0810,101.43,33.03,7.2,4.62,0.0
20200413:0910,117.31,40.28,7.22,4.69,0.0
20200413:1010,375.09,45.41,7.39,4.76,0.0
20200413:1110,658.04,47.54,7.66,4.83,0.0
20200413:1210,917.11,46.17,8.25,5.03,0.0
20200413:1310,905.98,41.63,8.71,5.38,0.0
20200413:1410,716.92,34.78,8.58,5.31,0.0
20200413:1510,487.79,26.48,8.28,5.17,0.0
20200413:1610,293.35,17.43,7.84,5.17,0.0
20200413:1710,80.64,8.11,7.1,4.97,0.0
20200413:1810,0.0,0.0,6.07,4.28,0.0
20200413:1910,0.0,0.0,5.41,4.28,0.0
20200413:2010,0.0,0.0,4.33,4.41,0.0
20200413:2110,0.0,0.0,3.21,4.62,0.0
20200413:2210,0.0,0.0,2.37,4.34,0.0
20200413:2310,0.0,0.0,1.78,3.93,0.0
20200414:0010,0.0,0.0,1.46,3.79,0.0
20200414:0110,0.0,0.0,1.36,3.86,0.0
20200414:0210,0.0,0.0,1.16,3.66,0.0
20200414:0310,0.0,0.0,0.98,3.31,0.0
20200414:0410,0.0,0.0,0.62,2.97,0.0
20200414:0510,33.81,6.37,0.45,2.83,0.0
20200414:0610,199.89,15.69,1.38,3.45,0.0
20200414:0710,432.03,24.85,2.26,4.0,0.0
20200414:0810,504.59,33.37,3.65,3.52,0.0
20200414:0910,537.53,40.63,5.15,3.52,0.0
20200414:1010,810.41,45.78,6.18,3.38,0.0
20200414:1110,930.96,47.9,6.83,3.24,0.0
20200414:1210,995.71,46.51,7.4,2.97,0.0
20200414:1310,957.68,41.94,7.44,2.83,0.0
20200414:1410,798.09,35.05,7.78,2.97,0.0
20200414:1510,575.31,26.74,7.76,3.1,0.0
20200414:1610,319.92,17.67,7.55,3.17,0.0
20200414:1710,81.09,8.35,7.23,2.83,0.0
20200414:1810,0.0,0.0,6.67,2.21,0.0
20200414:1910,0.0,0.0,5.23,2.41,0.0
20200414:2010,0.0,0.0,4.24,2.07,0.0
20200414:2110,0.0,0.0,3.36,1.93,0.0
20200414:2210,0.0,0.0,2.2,2.0,0.0
20200414:2310,0.0,0.0,1.3,2.0,0.0
20200415:0010,0.0,0.0,0.68,2.0,0.0
20200415:0110,0.0,0.0,0.31,1.93,0.0
20200415:0210,0.0,0.0,-0.08,1.86,0.0
20200415:0310,0.0,0.0,-0.39,1.86,0.0
20200415:0410,0.0,0.0,-0.51,1.86,0.0
20200415:0510,35.42,6.69,-0.26,1.79,0.0
20200415:0610,143.15,16.01,2.28,1.79,0.0
20200415:0710,313.86,25.17,4.64,3.1,0.0
20200415:0810,589.33,33.71,6.3,3.79,0.0
20200415:0910,751.49,40.98,7.81,3.86,0.0
20200415:1010,981.13,46.14,9.31,3.72,0.0
20200415:1110,756.83,48.26,10.72,3.52,0.0
20200415:1210,1069.33,46.85,12.0,3.17,0.0
20200415:1310,949.58,42.24,12.97,2.9,0.0
20200415:1410,762.4,35.32,13.63,2.83,0.0
20200415:1510,545.77,26.99,13.92,2.83,0.0
20200415:1610,311.57,17.91,13.78,2.69,0.0
20200415:1710,84.53,8.59,13.0,2.0,0.0
20200415:1810,0.0,0.0,11.34,2.07,0.0
20200415:1910,0.0,0.0,9.93,1.86,0.0
20200415:2010,0.0,0.0,7.72,1.79,0.0
20200415:2110,0.0,0.0,6.37,1.79,0.0
20200415:2210,0.0,0.0,5.63,1.72,0.0
20200415:2310,0.0,0.0,4.98,1.72,0.0
20200416:0010,0.0,0.0,3.65,2.07,0.0
20200416:0110,0.0,0.0,3.08,2.21,0.0
20200416:0210,0.0,0.0,3.11,2.21,0.0
20200416:0310,0.0,0.0,3.07,2.14,0.0
20200416:0410,0.0,0.0,2.99,1.93,0.0
20200416:0510,36.23,7.01,3.01,1.72,0.0
20200416:0610,194.2,16.33,5.77,1.1,0.0
20200416:0710,439.2,25.49,10.47,1.17,0.0
20200416:0810,463.03,34.04,12.77,1.66,0.0
20200416:0910,744.5,41.33,14.36,1.86,0.0
20200416:1010,908.64,46.5,15.67,1.79,0.0
20200416:1110,1064.53,48.62,16.77,1.59,0.0
20200416:1210,1065.27,47.19,17.64,1.52,0.0
20200416:1310,969.72,42.54,18.31,1.72,0.0
20200416:1410,786.29,35.59,18.8,2.14,0.0
20200416:1510,565.52,27.24,18.87,2.34,0.0
20200416:1610,312.67,18.15,18.56,2.07,0.0
20200416:1710,78.9,8.83,17.49,1.45,0.0
20200416:1810,0.0,0.0,15.2,1.45,0.0
20200416:1910,0.0,0.0,12.98,1.79,0.0
20200416:2010,0.0,0.0,10.49,2.07,0.0
20200416:2110,0.0,0.0,8.81,2.07,0.0
20200416:2210,0.0,0.0,7.89,2.0,0.0
20200416:2310,0.0,0.0,7.04,1.93,0.0
20200417:0010,0.0,0.0,6.4,1.79,0.0
20200417:0110,0.0,0.0,5.6,1.72,0.0
20200417:0210,0.0,0.0,4.98,1.66,0.0
20200417:0310,0.0,0.0,4.65,1.45,0.0
20200417:0410,0.0,0.0,4.45,1.24,0.0
20200417:0510,32.2,7.32,4.47,1.1,0.0
20200417:0610,196.2,16.64,6.46,0.69,0.0
20200417:0710,434.32,25.81,9.36,0.9,0.0
20200417:0810,662.66,34.37,10.95,1.03,0.0
20200417:0910,871.17,41.68,12.41,1.1,0.0
20200417:1010,1006.63,46.86,13.78,1.1,0.0
20200417:1110,1059.95,48.98,14.95,0.9,0.0
20200417:1210,1046.01,47.52,15.96,0.83,0.0
20200417:1310,952.04,42.84,16.62,0.97,0.0
20200417:1410,776.98,35.86,16.87,1.03,0.0
20200417:1510,551.77,27.48,16.92,0.97,0.0
20200417:1610,317.76,18.38,16.69,1.1,0.0
20200417:1710,85.12,9.06,16.08,1.24,0.0
20200417:1810,0.0,0.0,14.43,1.86,0.0
20200417:1910,0.0,0.0,12.39,2.21,0.0
20200417:2010,0.0,0.0,10.86,2.14,0.0
20200417:2110,0.0,0.0,9.43,2.0,0.0
20200417:2210,0.0,0.0,8.08,1.93,0.0
20200417:2310,0.0,0.0,7.0,1.93,0.0
20200418:0010,0.0,0.0,6.3,1.93,0.0
20200418:0110,0.0,0.0,5.72,1.93,0.0
20200418:0210,0.0,0.0,5.3,1.93,0.0
20200418:0310,0.0,0.0,4.79,1.93,0.0
20200418:0410,0.0,0.0,4.55,1.86,0.0
20200418:0510,36.23,7.63,4.42,1.72,0.0
20200418:0610,167.34,16.95,7.25,1.45,0.0
20200418:0710,401.45,26.13,9.22,2.21,0.0
20200418:0810,601.02,34.7,10.84,2.28,0.0
20200418:0910,817.76,42.02,12.07,2.21,0.0
20200418:1010,977.51,47.21,13.67,2.34,0.0
20200418:1110,1028.36,49.33,14.63,2.34,0.0
20200418:1210,1022.33,47.85,15.3,2.62,0.0
20200418:1310,771.54,43.14,15.62,2.9,0.0
20200418:1410,565.15,36.13,16.21,2.76,0.0
20200418:1510,227.3,27.73,16.36,2.48,0.0
20200418:1610,117.07,18.62,16.02,2.55,0.0
20200418:1710,22.05,9.3,15.07,2.14,0.0
20200418:1810,0.0,0.0,13.89,2.28,0.0
20200418:1910,0.0,0.0,12.88,2.41,0.0
20200418:2010,0.0,0.0,12.04,2.21,0.0
20200418:2110,0.0,0.0,11.37,2.21,0.0
20200418:2210,0.0,0.0,10.74,2.34,0.0
20200418:2310,0.0,0.0,9.59,2.69,0.0
20200419:0010,0.0,0.0,8.23,2.76,0.0
20200419:0110,0.0,0.0,7.1,2.9,0.0
20200419:0210,0.0,0.0,6.42,2.76,0.0
20200419:0310,0.0,0.0,5.9,2.41,0.0
20200419:0410,0.0,0.0,5.6,2.07,0.0
20200419:0510,37.84,7.94,5.43,2.07,0.0
20200419:0610,209.61,17.25,5.8,2.28,0.0
20200419:0710,465.18,26.44,7.46,3.31,0.0
20200419:0810,702.42,35.02,8.6,4.0,0.0
20200419:0910,909.19,42.36,9.9,4.21,0.0
20200419:1010,1048.57,47.56,11.11,4.48,0.0
20200419:1110,1096.71,49.68,12.04,4.69,0.0
20200419:1210,1081.52,48.17,12.69,4.9,0.0
20200419:1310,997.03,43.43,13.05,5.03,0.0
20200419:1410,814.95,36.39,13.09,5.1,0.0
20200419:1510,585.12,27.97,12.84,5.1,0.0
20200419:1610,331.59,18.85,12.19,5.03,0.0
20200419:1710,90.31,9.53,11.33,4.41,0.0
20200419:1810,0.0,0.0,9.99,4.14,0.0
20200419:1910,0.0,0.0,8.96,3.79,0.0
20200419:2010,0.0,0.0,8.0,3.86,0.0
20200419:2110,0.0,0.0,7.22,3.79,0.0
20200419:2210,0.0,0.0,6.55,3.72,0.0
20200419:2310,0.0,0.0,6.01,3.72,0.0
20200420:0010,0.0,0.0,5.53,3.72,0.0
20200420:0110,0.0,0.0,5.07,3.72,0.0
20200420:0210,0.0,0.0,4.67,3.72,0.0
20200420:0310,0.0,0.0,4.29,3.79,0.0
20200420:0410,0.0,0.0,3.91,3.93,0.0
20200420:0510,36.23,8.24,3.82,4.07,0.0
20200420:0610,215.29,17.55,4.78,3.66,0.0
20200420:0710,469.98,26.74,6.09,4.76,0.0
20200420:0810,708.69,35.34,8.03,5.31,0.0
20200420:0910,905.37,42.69,9.52,6.14,0.0
20200420:1010,1048.92,47.91,10.57,6.34,0.0
20200420:1110,1103.29,50.02,11.42,6.41,0.0
20200420:1210,1087.96,48.5,12.08,6.55,0.0
20200420:1310,1001.99,43.72,12.54,6.69,0.0
20200420:1410,809.49,36.65,12.73,6.62,0.0
20200420:1510,578.66,28.21,12.66,6.48,0.0
20200420:1610,330.8,19.08,12.25,6.21,0.0
20200420:1710,90.94,9.76,11.54,5.38,0.0
20200420:1810,0.0,0.0,10.46,5.17,0.0
20200420:1910,0.0,0.0,9.78,5.1,0.0
20200420:2010,0.0,0.0,9.19,5.17,0.0
20200420:2110,0.0,0.0,8.66,4.97,0.0
20200420:2210,0.0,0.0,8.11,4.69,0.0
20200420:2310,0.0,0.0,7.53,4.62,0.0
20200421:0010,0.0,0.0,7.02,4.69,0.0
20200421:0110,0.0,0.0,6.56,4.83,0.0
20200421:0210,0.0,0.0,6.14,4.76,0.0
20200421:0310,0.0,0.0,5.7,4.69,0.0
20200421:0410,0.0,0.0,5.29,4.69,0.0
20200421:0510,38.64,8.54,5.19,4.83,0.0
20200421:0610,214.62,17.85,6.08,4.41,0.0
20200421:0710,464.5,27.05,7.17,5.52,0.0
20200421:0810,697.45,35.65,8.71,5.93,0.0
20200421:0910,894.45,43.02,10.28,6.28,0.0
20200421:1010,1022.39,48.25,11.66,6.62,0.0
20200421:1110,1074.26,50.36,12.75,6.9,0.0
20200421:1210,1066.54,48.82,13.52,7.03,0.0
20200421:1310,977.57,44.01,14.06,7.03,0.0
20200421:1410,799.08,36.91,14.3,6.97,0.0
20200421:1510,573.69,28.45,14.31,6.83,0.0
20200421:1610,325.54,19.31,14.0,6.48,0.0
20200421:1710,90.29,9.99,13.32,5.72,0.0
20200421:1810,0.0,0.0,12.28,5.45,0.0
20200421:1910,0.0,0.0,11.7,5.24,0.0
20200421:2010,0.0,0.0,11.0,5.1,0.0
20200421:2110,0.0,0.0,10.35,4.9,0.0
20200421:2210,0.0,0.0,9.68,4.69,0.0
20200421:2310,0.0,0.0,9.0,4.41,0.0
20200422:0010,0.0,0.0,8.31,4.21,0.0
20200422:0110,0.0,0.0,7.68,4.0,0.0
20200422:0210,0.0,0.0,7.07,3.86,0.0
20200422:0310,0.0,0.0,6.48,3.72,0.0
20200422:0410,0.0,0.0,5.94,3.52,0.0
20200422:0510,36.23,8.83,5.8,3.52,0.0
20200422:0610,219.31,18.15,6.93,3.24,0.0
20200422:0710,468.35,27.34,8.66,4.28,0.0
20200422:0810,705.39,35.96,10.55,4.62,0.0
20200422:0910,909.74,43.35,12.27,5.1,0.0
20200422:1010,1039.84,48.59,13.59,5.52,0.0
20200422:1110,1093.71,50.7,14.61,5.93,0.0
20200422:1210,1078.18,49.13,15.34,6.07,0.0
20200422:1310,987.53,44.29,15.8,6.07,0.0
20200422:1410,807.7,37.17,15.97,5.93,0.0
20200422:1510,580.71,28.69,15.89,5.72,0.0
20200422:1610,329.54,19.54,15.5,5.38,0.0
20200422:1710,91.9,10.22,14.71,4.41,0.0
20200422:1810,0.0,0.0,13.4,4.0,0.0
20200422:1910,0.0,0.0,12.43,3.59,0.0
20200422:2010,0.0,0.0,11.47,3.59,0.0
20200422:2110,0.0,0.0,10.71,3.52,0.0
20200422:2210,0.0,0.0,9.93,3.24,0.0
20200422:2310,0.0,0.0,9.08,2.97,0.0
20200423:0010,0.0,0.0,8.26,2.76,0.0
20200423:0110,0.0,0.0,7.48,2.62,0.0
20200423:0210,0.0,0.0,6.64,2.48,0.0
20200423:0310,0.0,0.0,5.72,2.34,0.0
20200423:0410,0.0,0.0,4.76,2.21,0.0
20200423:0510,41.06,9.12,4.46,1.93,0.0
20200423:0610,218.86,18.43,7.47,1.59,0.0
20200423:0710,465.15,27.64,9.95,1.93,0.0
20200423:0810,698.01,36.27,11.94,2.48,0.0
20200423:0910,888.39,43.67,13.7,3.03,0.0
20200423:1010,1026.39,48.93,14.97,3.66,0.0
20200423:1110,1071.82,51.04,15.9,3.66,0.0
20200423:1210,1062.63,49.45,16.65,3.38,0.0
20200423:1310,967.52,44.58,17.18,2.97,0.0
20200423:1410,791.14,37.42,17.46,2.69,0.0
20200423:1510,562.32,28.92,17.5,2.48,0.0
20200423:1610,322.37,19.77,17.23,2.21,0.0
20200423:1710,92.66,10.45,16.49,1.45,0.0
20200423:1810,0.0,0.0,14.87,1.45,0.0
20200423:1910,0.0,0.0,12.4,1.79,0.0
20200423:2010,0.0,0.0,11.64,1.52,0.0
20200423:2110,0.0,0.0,13.35,0.97,0.0
20200423:2210,0.0,0.0,12.74,0.69,0.0
20200423:2310,0.0,0.0,12.2,0.48,0.0
20200424:0010,0.0,0.0,11.79,0.41,0.0
20200424:0110,0.0,0.0,11.16,0.9,0.0
20200424:0210,0.0,0.0,9.44,1.31,0.0
20200424:0310,0.0,0.0,7.45,1.59,0.0
20200424:0410,0.0,0.0,6.38,1.72,0.0
20200424:0510,35.42,9.41,6.66,1.66,0.0
20200424:0610,135.02,18.72,9.02,1.52,0.0
20200424:0710,263.11,27.93,12.34,1.79,0.0
20200424:0810,283.0,36.57,14.33,2.62,0.0
20200424:0910,583.39,43.98,15.79,2.97,0.0
20200424:1010,892.29,49.26,17.34,3.31,0.0
20200424:1110,895.81,51.37,18.37,3.86,0.0
20200424:1210,1046.41,49.76,19.02,4.62,0.0
20200424:1310,888.43,44.85,19.05,4.9,0.0
20200424:1410,724.39,37.67,18.68,4.9,0.0
20200424:1510,517.33,29.15,18.27,4.83,0.0
20200424:1610,293.1,19.99,17.61,4.48,0.0
20200424:1710,86.56,10.67,16.55,3.72,0.0
20200424:1810,0.0,0.0,14.89,3.17,0.0
20200424:1910,0.0,0.0,13.3,3.1,0.0
20200424:2010,0.0,0.0,11.9,3.17,0.0
20200424:2110,0.0,0.0,10.63,3.17,0.0
20200424:2210,0.0,0.0,9.43,3.17,0.0
20200424:2310,0.0,0.0,8.31,3.38,0.0
20200425:0010,0.0,0.0,7.39,3.59,0.0
20200425:0110,0.0,0.0,6.5,3.93,0.0
20200425:0210,0.0,0.0,5.66,4.07,0.0
20200425:0310,0.0,0.0,5.12,4.07,0.0
20200425:0410,0.0,0.0,5.01,4.21,0.0
20200425:0510,55.55,9.69,5.24,4.21,0.0
20200425:0610,167.09,19.0,6.0,4.21,0.0
20200425:0710,330.53,28.22,7.39,4.14,0.0
20200425:0810,528.63,36.87,8.44,3.86,0.0
20200425:0910,590.73,44.3,9.63,3.59,0.0
20200425:1010,890.55,49.59,10.72,3.38,0.0
20200425:1110,765.94,51.7,11.87,3.1,0.0
20200425:1210,175.52,50.07,12.71,2.97,0.0
20200425:1310,454.88,45.13,13.2,2.83,0.0
20200425:1410,315.59,37.92,13.47,2.69,0.0
20200425:1510,261.31,29.39,13.31,2.55,0.0
20200425:1610,192.68,20.22,13.19,2.48,0.0
20200425:1710,79.34,10.9,12.69,1.79,0.0
20200425:1810,0.0,0.0,11.81,1.24,0.0
20200425:1910,0.0,0.0,9.9,0.9,0.0
20200425:2010,0.0,0.0,10.09,0.55,0.0
20200425:2110,0.0,0.0,9.65,0.21,0.0
20200425:2210,0.0,0.0,8.96,0.83,0.0
20200425:2310,0.0,0.0,6.95,1.24,0.0
20200426:0010,0.0,0.0,6.16,1.31,0.0
20200426:0110,0.0,0.0,5.8,1.24,0.0
20200426:0210,0.0,0.0,5.3,1.24,0.0
20200426:0310,0.0,0.0,4.51,1.38,0.0
20200426:0410,0.0,0.0,4.06,1.31,0.0
20200426:0510,43.47,9.97,4.68,1.03,0.0
20200426:0610,220.68,19.28,7.3,0.48,0.0
20200426:0710,451.11,28.5,9.8,0.48,0.0
20200426:0810,680.04,37.16,11.57,0.83,0.0
20200426:0910,707.27,44.61,12.88,1.52,0.0
20200426:1010,741.78,49.91,13.78,1.66,0.0
20200426:1110,1006.39,52.02,14.38,1.66,0.0
20200426:1210,951.26,50.37,14.92,1.59,0.0
20200426:1310,846.44,45.41,15.73,1.66,0.0
20200426:1410,743.06,38.17,16.18,1.66,0.0
20200426:1510,551.32,29.62,16.5,1.45,0.0
20200426:1610,322.88,20.44,16.51,1.24,0.0
20200426:1710,94.92,11.12,16.16,0.69,0.0
20200426:1810,0.0,0.0,15.05,0.76,0.0
20200426:1910,0.0,0.0,13.1,1.17,0.0
20200426:2010,0.0,0.0,11.9,1.17,0.0
20200426:2110,0.0,0.0,10.41,1.24,0.0
20200426:2210,0.0,0.0,8.76,1.31,0.0
20200426:2310,0.0,0.0,8.94,1.1,0.0
20200427:0010,0.0,0.0,8.87,0.9,0.0
20200427:0110,0.0,0.0,8.39,0.83,0.0
20200427:0210,0.0,0.0,8.01,0.83,0.0
20200427:0310,0.0,0.0,7.73,0.76,0.0
20200427:0410,0.0,0.0,7.59,0.48,0.0
20200427:0510,44.28,10.25,7.72,0.34,0.0
20200427:0610,222.57,19.55,8.75,0.28,0.0
20200427:0710,464.75,28.77,12.04,0.55,0.0
20200427:0810,689.85,37.45,14.51,1.17,0.0
20200427:0910,812.52,44.91,16.31,2.0,0.0
20200427:1010,990.6,50.23,17.71,2.55,0.0
20200427:1110,952.15,52.34,18.68,3.03,0.0
20200427:1210,1042.63,50.67,19.37,3.66,0.0
20200427:1310,924.26,45.68,19.65,3.59,0.0
20200427:1410,727.57,38.41,19.89,3.52,0.0
20200427:1510,551.39,29.84,19.49,3.24,0.0
20200427:1610,279.64,20.66,19.02,2.69,0.0
20200427:1710,93.13,11.34,18.07,2.0,0.0
20200427:1810,0.0,0.0,16.52,1.79,0.0
20200427:1910,0.0,0.0,14.27,1.93,0.0
20200427:2010,0.0,0.0,12.36,2.0,0.0
20200427:2110,0.0,0.0,11.0,2.0,0.0
20200427:2210,0.0,0.0,9.97,1.86,0.0
20200427:2310,0.0,0.0,9.16,1.79,0.0
20200428:0010,0.0,0.0,8.42,1.72,0.0
20200428:0110,0.0,0.0,7.9,1.66,0.0
20200428:0210,0.0,0.0,8.12,1.45,0.0
20200428:0310,0.0,0.0,8.76,1.31,0.0
20200428:0410,0.0,0.0,8.84,1.17,0.0
20200428:0510,50.72,10.52,9.26,0.9,0.0
20200428:0610,215.19,19.82,10.9,0.21,0.0
20200428:0710,395.04,29.05,14.68,0.76,0.0
