Latitude (decimal degrees):	51.496
Longitude (decimal degrees):	10.808
Elevation (m):	177
Radiation database:	PVGIS-SARAH2


Slope: 30 deg. 
Azimuth: 4 deg. 
time,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20200315:2110,0.0,0.0,0.0,0.0,3.87,2.07,0.0
20200315:2210,0.0,0.0,0.0,0.0,3.17,1.86,0.0
20200315:2310,0.0,0.0,0.0,0.0,3.09,1.66,0.0
20200316:0010,0.0,0.0,0.0,0.0,3.15,1.52,0.0
20200316:0110,0.0,0.0,0.0,0.0,3.28,1.38,0.0
20200316:0210,0.0,0.0,0.0,0.0,3.98,1.17,0.0
20200316:0310,0.0,0.0,0.0,0.0,3.75,1.1,0.0
20200316:0410,0.0,0.0,0.0,0.0,3.72,0.97,0.0
20200316:0510,0.0,0.0,0.0,0.0,3.22,0.97,0.0
20200316:0610,45.9,27.43,0.87,5.58,1.9,1.17,0.0
20200316:0710,200.71,93.33,2.89,14.54,2.94,1.03,0.0
20200316:0810,373.47,137.2,4.85,22.72,7.25,1.38,0.0
20200316:0910,521.5,170.96,6.46,29.57,9.75,2.34,0.0
20200316:1010,750.44,131.9,7.94,34.43,11.48,2.62,0.0
20200316:1110,757.23,165.55,8.29,36.67,12.92,2.9,0.0
20200316:1210,692.56,190.79,7.94,35.92,14.06,2.9,0.0
20200316:1310,666.05,158.36,7.27,32.32,14.77,2.9,0.0
20200316:1410,380.62,195.41,5.32,26.39,15.19,3.17,0.0
20200316:1510,397.95,94.36,4.14,18.81,14.96,2.34,0.0
20200316:1610,130.82,75.91,1.8,10.18,14.39,1.31,0.0
20200316:1710,0.0,0.0,0.0,0.0,12.98,0.83,0.0
20200316:1810,0.0,0.0,0.0,0.0,12.16,0.76,0.0
20200316:1910,0.0,0.0,0.0,0.0,11.62,0.83,0.0
20200316:2010,0.0,0.0,0.0,0.0,10.03,1.1,0.0
20200316:2110,0.0,0.0,0.0,0.0,7.91,1.31,0.0
20200316:2210,0.0,0.0,0.0,0.0,7.49,1.24,0.0
20200316:2310,0.0,0.0,0.0,0.0,7.68,1.1,0.0
20200317:0010,0.0,0.0,0.0,0.0,8.1,0.76,0.0
20200317:0110,0.0,0.0,0.0,0.0,7.83,0.48,0.0
20200317:0210,0.0,0.0,0.0,0.0,7.52,0.07,0.0
20200317:0310,0.0,0.0,0.0,0.0,7.01,0.55,0.0
20200317:0410,0.0,0.0,0.0,0.0,5.66,1.17,0.0
20200317:0510,0.0,0.0,0.0,0.0,3.64,1.66,0.0
20200317:0610,1.34,29.96,0.44,5.93,3.74,1.59,0.0
20200317:0710,62.1,117.98,2.14,14.91,6.06,1.45,0.0
20200317:0810,103.18,192.27,3.47,23.1,9.57,1.86,0.0
20200317:0910,65.64,238.06,3.86,29.96,10.52,2.69,0.0
20200317:1010,760.63,131.65,8.08,34.83,11.0,2.76,0.0
20200317:1110,881.79,102.37,8.76,37.07,11.75,2.97,0.0
20200317:1210,557.62,248.34,7.54,36.3,12.33,3.24,0.0
20200317:1310,739.24,125.0,7.58,32.67,12.81,3.38,0.0
20200317:1410,585.18,118.78,6.11,26.71,13.08,3.31,0.0
20200317:1510,365.47,109.9,4.1,19.1,13.05,3.1,0.0
20200317:1610,154.7,73.16,1.94,10.46,12.52,2.34,0.0
20200317:1710,0.0,0.0,0.0,0.0,11.13,2.0,0.0
20200317:1810,0.0,0.0,0.0,0.0,9.25,2.0,0.0
20200317:1910,0.0,0.0,0.0,0.0,7.57,1.72,0.0
20200317:2010,0.0,0.0,0.0,0.0,6.36,1.66,0.0
20200317:2110,0.0,0.0,0.0,0.0,5.43,1.66,0.0
20200317:2210,0.0,0.0,0.0,0.0,4.53,1.72,0.0
20200317:2310,0.0,0.0,0.0,0.0,3.66,1.79,0.0
20200318:0010,0.0,0.0,0.0,0.0,2.91,1.86,0.0
20200318:0110,0.0,0.0,0.0,0.0,2.25,1.86,0.0
20200318:0210,0.0,0.0,0.0,0.0,1.74,2.0,0.0
20200318:0310,0.0,0.0,0.0,0.0,1.48,2.0,0.0
20200318:0410,0.0,0.0,0.0,0.0,1.41,2.0,0.0
20200318:0510,0.0,0.0,0.0,0.0,1.32,2.07,0.0
20200318:0610,44.25,40.57,0.98,6.29,1.44,2.0,0.0
20200318:0710,246.44,79.8,3.2,15.27,3.97,1.66,0.0
20200318:0810,381.17,138.49,5.01,23.47,8.81,2.14,0.0
20200318:0910,624.93,125.62,6.94,30.35,10.8,3.31,0.0
20200318:1010,809.63,103.2,8.27,35.23,12.32,3.86,0.0
20200318:1110,837.12,126.21,8.67,37.47,13.42,4.14,0.0
20200318:1210,854.89,110.25,8.57,36.68,14.44,4.69,0.0
20200318:1310,735.72,125.51,7.61,33.02,14.95,4.41,0.0
20200318:1410,550.46,134.75,6.04,27.03,15.05,4.14,0.0
20200318:1510,349.96,116.91,4.1,19.39,14.73,3.93,0.0
20200318:1610,151.5,74.47,1.97,10.73,13.94,3.31,0.0
20200318:1710,0.0,0.0,0.0,0.0,12.59,3.03,0.0
20200318:1810,0.0,0.0,0.0,0.0,11.21,2.76,0.0
20200318:1910,0.0,0.0,0.0,0.0,10.4,2.41,0.0
20200318:2010,0.0,0.0,0.0,0.0,9.18,2.41,0.0
20200318:2110,0.0,0.0,0.0,0.0,8.32,2.28,0.0
20200318:2210,0.0,0.0,0.0,0.0,7.33,2.14,0.0
20200318:2310,0.0,0.0,0.0,0.0,6.64,1.93,0.0
20200319:0010,0.0,0.0,0.0,0.0,5.91,1.79,0.0
20200319:0110,0.0,0.0,0.0,0.0,5.58,1.59,0.0
20200319:0210,0.0,0.0,0.0,0.0,5.09,1.52,0.0
20200319:0310,0.0,0.0,0.0,0.0,4.5,1.52,0.0
20200319:0410,0.0,0.0,0.0,0.0,4.14,1.52,0.0
20200319:0510,0.0,0.0,0.0,0.0,3.91,1.45,0.0
20200319:0610,39.19,43.8,0.99,6.65,4.1,1.31,0.0
20200319:0710,213.65,95.55,3.14,15.64,6.59,0.9,0.0
20200319:0810,374.85,141.99,5.04,23.85,10.63,1.03,0.0
20200319:0910,614.57,130.86,6.95,30.74,12.8,1.52,0.0
20200319:1010,756.93,131.42,8.15,35.63,13.95,2.28,0.0
20200319:1110,145.69,314.4,5.47,37.87,14.54,2.34,0.0
20200319:1210,667.56,204.46,8.03,37.06,14.43,1.86,0.0
20200319:1310,326.99,272.74,6.08,33.37,14.26,1.45,0.0
20200319:1410,500.74,155.26,5.91,27.34,14.24,1.1,0.0
20200319:1510,342.84,119.3,4.11,19.68,13.99,0.83,0.0
20200319:1610,160.41,73.45,2.05,11.0,13.5,0.76,0.0
20200319:1710,0.0,0.0,0.0,0.0,12.58,1.24,0.0
20200319:1810,0.0,0.0,0.0,0.0,10.81,1.86,0.0
20200319:1910,0.0,0.0,0.0,0.0,9.98,2.28,0.0
20200319:2010,0.0,0.0,0.0,0.0,9.55,2.21,0.0
20200319:2110,0.0,0.0,0.0,0.0,9.01,2.0,0.0
20200319:2210,0.0,0.0,0.0,0.0,8.36,1.86,0.0
20200319:2310,0.0,0.0,0.0,0.0,7.87,1.79,0.0
20200320:0010,0.0,0.0,0.0,0.0,7.46,1.86,0.0
20200320:0110,0.0,0.0,0.0,0.0,7.05,1.72,0.0
20200320:0210,0.0,0.0,0.0,0.0,6.72,1.59,0.0
20200320:0310,0.0,0.0,0.0,0.0,6.53,1.59,0.0
20200320:0410,0.0,0.0,0.0,0.0,6.3,1.59,0.0
20200320:0510,0.0,0.0,0.0,0.0,6.49,1.72,0.0
20200320:0610,1.23,33.66,0.5,7.01,6.41,1.72,0.0
20200320:0710,1.39,85.0,1.23,16.0,6.35,2.62,0.0
20200320:0810,0.0,105.38,1.51,24.23,6.71,2.97,0.0
20200320:0910,0.0,136.16,1.96,31.14,6.99,3.1,0.0
20200320:1010,0.0,94.19,1.35,36.04,6.85,3.17,0.0
20200320:1110,0.0,53.16,0.76,38.27,6.7,2.62,0.0
20200320:1210,0.0,51.29,0.74,37.44,6.78,3.1,0.0
20200320:1310,0.0,109.11,1.57,33.72,6.59,3.03,0.0
20200320:1410,0.0,65.28,0.94,27.66,6.46,3.1,0.0
20200320:1510,0.0,41.97,0.6,19.97,6.17,3.38,0.0
20200320:1610,0.0,16.79,0.24,11.27,5.68,3.79,0.0
20200320:1710,0.0,0.0,0.0,0.0,5.26,3.86,0.0
20200320:1810,0.0,0.0,0.0,0.0,4.75,3.86,0.0
20200320:1910,0.0,0.0,0.0,0.0,4.88,3.59,0.0
20200320:2010,0.0,0.0,0.0,0.0,4.52,3.59,0.0
20200320:2110,0.0,0.0,0.0,0.0,4.18,3.52,0.0
20200320:2210,0.0,0.0,0.0,0.0,3.96,3.52,0.0
20200320:2310,0.0,0.0,0.0,0.0,3.91,3.45,0.0
20200321:0010,0.0,0.0,0.0,0.0,3.83,3.45,0.0
20200321:0110,0.0,0.0,0.0,0.0,3.76,3.45,0.0
20200321:0210,0.0,0.0,0.0,0.0,3.54,3.59,0.0
20200321:0310,0.0,0.0,0.0,0.0,3.32,3.79,0.0
20200321:0410,0.0,0.0,0.0,0.0,3.0,4.0,0.0
20200321:0510,0.0,0.0,0.0,0.0,2.35,4.21,0.0
20200321:0610,1.2,38.32,0.56,7.37,2.06,4.41,0.0
20200321:0710,94.55,133.94,2.67,16.37,2.38,5.1,0.0
20200321:0810,341.33,171.87,5.17,24.61,2.66,5.45,0.0
20200321:0910,549.46,183.53,7.05,31.53,3.28,5.52,0.0
20200321:1010,23.5,251.46,3.78,36.44,4.01,5.66,0.0
20200321:1110,0.0,155.74,2.24,38.67,4.69,5.66,0.0
20200321:1210,3.0,213.93,3.09,37.82,4.65,5.45,0.0
20200321:1310,49.99,262.75,4.1,34.06,4.67,5.52,0.0
20200321:1410,0.0,113.77,1.63,27.97,4.71,5.59,0.0
20200321:1510,37.61,156.23,2.48,20.26,4.57,5.45,0.0
20200321:1610,13.13,76.52,1.18,11.54,4.43,5.03,0.0
20200321:1710,0.0,7.46,0.11,2.32,3.86,4.14,0.0
20200321:1810,0.0,0.0,0.0,0.0,2.97,3.86,0.0
20200321:1910,0.0,0.0,0.0,0.0,1.94,4.07,0.0
20200321:2010,0.0,0.0,0.0,0.0,1.5,4.0,0.0
20200321:2110,0.0,0.0,0.0,0.0,1.26,4.0,0.0
20200321:2210,0.0,0.0,0.0,0.0,0.91,4.07,0.0
20200321:2310,0.0,0.0,0.0,0.0,0.63,4.07,0.0
20200322:0010,0.0,0.0,0.0,0.0,0.17,4.07,0.0
20200322:0110,0.0,0.0,0.0,0.0,-0.33,4.0,0.0
20200322:0210,0.0,0.0,0.0,0.0,-0.8,3.93,0.0
20200322:0310,0.0,0.0,0.0,0.0,-1.28,3.79,0.0
20200322:0410,0.0,0.0,0.0,0.0,-1.68,3.66,0.0
20200322:0510,0.0,0.0,0.0,0.0,-2.04,3.59,0.0
20200322:0610,78.57,44.34,1.46,7.73,-2.09,3.59,0.0
20200322:0710,291.06,80.74,3.78,16.74,-1.51,4.07,0.0
20200322:0810,442.8,138.26,5.71,24.99,-0.33,4.97,0.0
20200322:0910,565.87,185.07,7.25,31.92,0.79,5.17,0.0
20200322:1010,849.61,115.67,8.95,36.84,1.75,5.38,0.0
20200322:1110,948.81,97.51,9.57,39.06,2.57,5.45,0.0
20200322:1210,946.12,91.49,9.39,38.2,3.22,5.31,0.0
20200322:1310,808.13,117.74,8.35,34.41,3.67,5.24,0.0
20200322:1410,645.79,112.84,6.79,28.28,3.75,5.1,0.0
20200322:1510,435.72,98.88,4.76,20.54,3.5,5.1,0.0
20200322:1610,222.34,64.08,2.51,11.81,2.79,4.76,0.0
20200322:1710,2.07,10.21,0.16,2.58,1.69,4.14,0.0
20200322:1810,0.0,0.0,0.0,0.0,0.44,3.93,0.0
20200322:1910,0.0,0.0,0.0,0.0,-0.15,3.52,0.0
20200322:2010,0.0,0.0,0.0,0.0,-0.76,3.52,0.0
20200322:2110,0.0,0.0,0.0,0.0,-1.24,3.38,0.0
20200322:2210,0.0,0.0,0.0,0.0,-1.67,3.03,0.0
20200322:2310,0.0,0.0,0.0,0.0,-2.1,2.83,0.0
20200323:0010,0.0,0.0,0.0,0.0,-2.49,2.69,0.0
20200323:0110,0.0,0.0,0.0,0.0,-2.86,2.69,0.0
20200323:0210,0.0,0.0,0.0,0.0,-3.16,2.62,0.0
20200323:0310,0.0,0.0,0.0,0.0,-3.47,2.48,0.0
20200323:0410,0.0,0.0,0.0,0.0,-3.79,2.41,0.0
20200323:0510,0.0,0.0,0.0,0.0,-4.09,2.34,0.0
20200323:0610,79.19,47.03,1.53,8.09,-3.92,2.28,0.0
20200323:0710,290.34,84.77,3.86,17.1,-2.26,2.62,0.0
20200323:0810,464.32,131.36,5.87,25.37,-0.69,3.59,0.0
20200323:0910,749.42,90.26,7.93,32.31,0.52,4.07,0.0
20200323:1010,854.68,115.23,9.04,37.24,1.54,4.21,0.0
20200323:1110,887.62,135.72,9.46,39.46,2.43,4.14,0.0
20200323:1210,939.08,97.73,9.45,38.58,3.09,4.0,0.0
20200323:1310,768.52,141.14,8.29,34.75,3.5,3.79,0.0
20200323:1410,625.69,124.63,6.79,28.6,3.61,3.66,0.0
20200323:1510,415.82,110.05,4.76,20.83,3.37,3.66,0.0
20200323:1610,213.6,70.36,2.55,12.08,2.7,3.17,0.0
20200323:1710,1.9,12.99,0.2,2.84,1.21,2.76,0.0
20200323:1810,0.0,0.0,0.0,0.0,-0.47,2.62,0.0
20200323:1910,0.0,0.0,0.0,0.0,-1.0,2.76,0.0
20200323:2010,0.0,0.0,0.0,0.0,-1.52,2.83,0.0
20200323:2110,0.0,0.0,0.0,0.0,-1.9,2.9,0.0
20200323:2210,0.0,0.0,0.0,0.0,-2.21,2.83,0.0
20200323:2310,0.0,0.0,0.0,0.0,-2.53,2.69,0.0
20200324:0010,0.0,0.0,0.0,0.0,-2.9,2.41,0.0
20200324:0110,0.0,0.0,0.0,0.0,-3.43,2.14,0.0
20200324:0210,0.0,0.0,0.0,0.0,-4.13,1.93,0.0
20200324:0310,0.0,0.0,0.0,0.0,-4.72,1.93,0.0
20200324:0410,0.0,0.0,0.0,0.0,-5.03,1.93,0.0
20200324:0510,0.0,0.0,0.0,0.0,-5.2,2.0,0.0
20200324:0610,79.86,49.72,1.59,8.45,-4.61,2.0,0.0
20200324:0710,280.45,91.77,3.89,17.47,-1.68,1.93,0.0
20200324:0810,478.6,126.42,5.99,25.75,0.26,2.48,0.0
20200324:0910,733.1,103.71,7.97,32.71,1.62,3.1,0.0
20200324:1010,859.73,114.8,9.14,37.65,2.73,3.59,0.0
20200324:1110,859.25,153.9,9.45,39.86,3.65,3.72,0.0
20200324:1210,861.47,144.73,9.28,38.95,4.38,3.79,0.0
20200324:1310,787.39,131.88,8.41,35.1,4.85,3.79,0.0
20200324:1410,607.42,136.18,6.81,28.91,4.95,3.79,0.0
20200324:1510,419.13,110.78,4.84,21.11,4.67,3.59,0.0
20200324:1610,209.87,73.08,2.59,12.34,3.91,2.9,0.0
20200324:1710,1.77,13.92,0.21,3.1,2.1,2.83,0.0
20200324:1810,0.0,0.0,0.0,0.0,0.21,2.9,0.0
20200324:1910,0.0,0.0,0.0,0.0,-0.13,2.9,0.0
20200324:2010,0.0,0.0,0.0,0.0,-0.89,2.83,0.0
20200324:2110,0.0,0.0,0.0,0.0,-1.49,2.76,0.0
20200324:2210,0.0,0.0,0.0,0.0,-2.03,2.69,0.0
20200324:2310,0.0,0.0,0.0,0.0,-2.54,2.55,0.0
20200325:0010,0.0,0.0,0.0,0.0,-3.03,2.48,0.0
20200325:0110,0.0,0.0,0.0,0.0,-3.55,2.28,0.0
20200325:0210,0.0,0.0,0.0,0.0,-4.2,2.07,0.0
20200325:0310,0.0,0.0,0.0,0.0,-4.82,1.93,0.0
20200325:0410,0.0,0.0,0.0,0.0,-5.17,2.0,0.0
20200325:0510,0.0,0.0,0.0,0.0,-5.36,2.0,0.0
20200325:0610,88.31,48.66,1.7,8.8,-4.64,2.0,0.0
20200325:0710,295.69,87.2,4.02,17.84,-1.48,2.14,0.0
20200325:0810,492.7,122.68,6.12,26.13,0.4,2.83,0.0
20200325:0910,674.7,139.64,7.86,33.1,2.04,3.17,0.0
20200325:1010,896.31,95.22,9.32,38.05,3.11,3.79,0.0
20200325:1110,913.92,124.67,9.69,40.26,4.06,4.34,0.0
20200325:1210,898.99,125.36,9.47,39.33,4.77,4.76,0.0
20200325:1310,776.52,140.09,8.45,35.44,5.2,4.9,0.0
20200325:1410,622.2,129.63,6.91,29.22,5.31,4.83,0.0
20200325:1510,437.45,103.34,4.96,21.39,5.04,4.69,0.0
20200325:1610,220.05,70.61,2.68,12.61,4.33,4.0,0.0
20200325:1710,1.65,15.78,0.24,3.36,2.81,3.79,0.0
20200325:1810,0.0,0.0,0.0,0.0,1.19,3.86,0.0
20200325:1910,0.0,0.0,0.0,0.0,1.12,4.07,0.0
20200325:2010,0.0,0.0,0.0,0.0,0.5,3.86,0.0
20200325:2110,0.0,0.0,0.0,0.0,-0.07,3.59,0.0
20200325:2210,0.0,0.0,0.0,0.0,-0.61,3.17,0.0
20200325:2310,0.0,0.0,0.0,0.0,-1.18,2.76,0.0
20200326:0010,0.0,0.0,0.0,0.0,-1.66,2.62,0.0
20200326:0110,0.0,0.0,0.0,0.0,-1.93,2.62,0.0
20200326:0210,0.0,0.0,0.0,0.0,-2.15,2.69,0.0
20200326:0310,0.0,0.0,0.0,0.0,-2.26,2.76,0.0
20200326:0410,0.0,0.0,0.0,0.0,-2.29,2.9,0.0
20200326:0510,0.0,0.0,0.0,0.0,-2.27,3.03,0.0
20200326:0610,74.83,54.72,1.65,9.16,-1.78,3.24,0.0
20200326:0710,267.95,95.44,3.89,18.2,-0.19,3.24,0.0
20200326:0810,458.83,128.69,5.92,26.5,1.64,4.14,0.0
20200326:0910,629.71,148.11,7.6,33.49,3.24,4.69,0.0
20200326:1010,808.46,127.66,8.91,38.45,4.65,5.03,0.0
20200326:1110,854.05,139.15,9.35,40.65,5.78,5.38,0.0
20200326:1210,870.6,121.13,9.23,39.7,6.65,5.66,0.0
20200326:1310,737.95,142.91,8.2,35.78,7.1,5.52,0.0
20200326:1410,577.69,138.2,6.67,29.52,7.4,5.52,0.0
20200326:1510,227.71,169.78,4.06,21.67,7.41,5.59,0.0
20200326:1610,184.85,79.24,2.53,12.87,6.94,4.62,0.0
20200326:1710,0.0,4.66,0.07,3.62,5.7,4.21,0.0
20200326:1810,0.0,0.0,0.0,0.0,4.28,4.14,0.0
20200326:1910,0.0,0.0,0.0,0.0,4.06,4.14,0.0
20200326:2010,0.0,0.0,0.0,0.0,3.49,4.0,0.0
20200326:2110,0.0,0.0,0.0,0.0,3.0,3.72,0.0
20200326:2210,0.0,0.0,0.0,0.0,2.52,3.45,0.0
20200326:2310,0.0,0.0,0.0,0.0,2.03,3.1,0.0
20200327:0010,0.0,0.0,0.0,0.0,1.58,2.97,0.0
20200327:0110,0.0,0.0,0.0,0.0,1.07,2.83,0.0
20200327:0210,0.0,0.0,0.0,0.0,0.72,2.76,0.0
20200327:0310,0.0,0.0,0.0,0.0,0.45,2.83,0.0
20200327:0410,0.0,0.0,0.0,0.0,0.24,2.83,0.0
20200327:0510,0.0,0.0,0.0,0.0,0.07,2.83,0.0
20200327:0610,60.8,61.6,1.59,9.52,0.55,2.76,0.0
20200327:0710,224.19,115.53,3.74,18.57,2.5,3.17,0.0
20200327:0810,414.69,149.17,5.79,26.88,4.61,4.07,0.0
20200327:0910,590.9,166.35,7.49,33.88,6.83,4.28,0.0
20200327:1010,759.93,152.13,8.78,38.85,9.08,4.55,0.0
20200327:1110,802.04,164.84,9.2,41.05,10.99,4.83,0.0
20200327:1210,817.95,148.8,9.1,40.08,12.43,5.03,0.0
20200327:1310,731.95,143.26,8.2,36.12,13.31,5.1,0.0
20200327:1410,561.73,144.23,6.65,29.83,13.62,5.1,0.0
20200327:1510,369.91,122.77,4.69,21.95,13.4,4.9,0.0
20200327:1610,168.55,85.31,2.51,13.14,12.69,4.28,0.0
20200327:1710,0.0,15.85,0.23,3.88,11.21,4.07,0.0
20200327:1810,0.0,0.0,0.0,0.0,9.47,3.93,0.0
20200327:1910,0.0,0.0,0.0,0.0,9.0,3.72,0.0
20200327:2010,0.0,0.0,0.0,0.0,7.97,3.38,0.0
20200327:2110,0.0,0.0,0.0,0.0,6.9,2.83,0.0
20200327:2210,0.0,0.0,0.0,0.0,5.82,2.55,0.0
20200327:2310,0.0,0.0,0.0,0.0,4.58,2.21,0.0
20200328:0010,0.0,0.0,0.0,0.0,3.16,2.0,0.0
20200328:0110,0.0,0.0,0.0,0.0,1.89,1.93,0.0
20200328:0210,0.0,0.0,0.0,0.0,1.02,1.86,0.0
20200328:0310,0.0,0.0,0.0,0.0,0.46,1.79,0.0
20200328:0410,0.0,0.0,0.0,0.0,0.14,1.59,0.0
20200328:0510,0.0,0.0,0.0,0.0,-0.32,1.52,0.0
20200328:0610,75.62,61.04,1.78,9.88,0.06,1.31,0.0
20200328:0710,268.88,103.28,4.06,18.93,3.43,0.9,0.0
20200328:0810,477.51,129.46,6.19,27.26,6.47,1.45,0.0
20200328:0910,650.96,147.72,7.88,34.27,8.29,1.86,0.0
20200328:1010,802.22,143.01,9.11,39.25,9.76,2.14,0.0
20200328:1110,846.24,154.52,9.54,41.44,10.91,2.48,0.0
20200328:1210,846.54,145.44,9.36,40.45,11.67,2.69,0.0
20200328:1310,757.94,141.19,8.45,36.46,12.07,2.9,0.0
20200328:1410,605.73,131.87,6.94,30.13,12.1,3.03,0.0
20200328:1510,426.2,104.4,5.01,22.23,11.8,3.17,0.0
20200328:1610,213.92,72.97,2.77,13.4,11.12,3.03,0.0
20200328:1710,2.79,21.25,0.33,4.13,9.75,2.62,0.0
20200328:1810,0.0,0.0,0.0,0.0,7.88,2.41,0.0
20200328:1910,0.0,0.0,0.0,0.0,6.85,2.55,0.0
20200328:2010,0.0,0.0,0.0,0.0,5.54,2.76,0.0
20200328:2110,0.0,0.0,0.0,0.0,4.46,2.9,0.0
20200328:2210,0.0,0.0,0.0,0.0,3.75,2.9,0.0
20200328:2310,0.0,0.0,0.0,0.0,3.29,2.76,0.0
20200329:0010,0.0,0.0,0.0,0.0,2.88,2.69,0.0
20200329:0110,0.0,0.0,0.0,0.0,2.68,2.69,0.0
20200329:0210,0.0,0.0,0.0,0.0,2.61,2.62,0.0
20200329:0310,0.0,0.0,0.0,0.0,2.64,2.48,0.0
20200329:0410,0.0,0.0,0.0,0.0,2.76,2.55,0.0
20200329:0510,0.0,0.0,0.0,0.0,2.76,2.76,0.0
20200329:0610,2.07,55.13,0.82,10.23,2.91,3.03,0.0
20200329:0710,16.33,134.22,2.08,19.29,2.68,3.24,0.0
20200329:0810,104.15,228.08,4.11,27.63,3.05,4.0,0.0
20200329:0910,315.24,273.49,6.42,34.66,3.74,4.62,0.0
20200329:1010,39.26,285.4,4.39,39.64,4.59,4.55,0.0
20200329:1110,0.0,63.42,0.91,41.84,4.94,4.62,0.0
20200329:1210,0.0,101.65,1.46,40.82,4.22,4.9,0.0
20200329:1310,0.0,54.09,0.78,36.8,3.38,5.93,0.0
20200329:1410,0.0,147.35,2.12,30.44,2.7,5.93,0.0
20200329:1510,18.79,155.5,2.37,22.51,2.15,5.72,0.0
20200329:1610,0.0,57.82,0.83,13.66,1.65,5.72,0.0
20200329:1710,0.0,12.12,0.17,4.39,1.23,4.83,0.0
20200329:1810,0.0,0.0,0.0,0.0,0.72,4.9,0.0
20200329:1910,0.0,0.0,0.0,0.0,0.56,4.55,0.0
20200329:2010,0.0,0.0,0.0,0.0,0.25,4.14,0.0
20200329:2110,0.0,0.0,0.0,0.0,-0.32,3.79,0.0
20200329:2210,0.0,0.0,0.0,0.0,-0.86,3.38,0.0
20200329:2310,0.0,0.0,0.0,0.0,-1.62,2.9,0.0
20200330:0010,0.0,0.0,0.0,0.0,-2.24,2.34,0.0
20200330:0110,0.0,0.0,0.0,0.0,-2.98,2.07,0.0
20200330:0210,0.0,0.0,0.0,0.0,-3.85,1.93,0.0
20200330:0310,0.0,0.0,0.0,0.0,-4.35,1.66,0.0
20200330:0410,0.0,0.0,0.0,0.0,-4.25,1.45,0.0
20200330:0510,0.0,0.0,0.0,0.0,-4.46,1.45,0.0
20200330:0610,112.28,48.57,2.12,10.59,-3.94,1.38,0.0
20200330:0710,319.74,82.84,4.41,19.65,-1.36,1.59,0.0
20200330:0810,483.9,129.58,6.34,28.0,0.26,1.93,0.0
20200330:0910,158.73,294.94,5.45,35.05,1.56,2.41,0.0
20200330:1010,20.92,266.7,3.99,40.04,2.77,2.76,0.0
20200330:1110,457.49,319.44,8.11,42.23,3.98,3.24,0.0
20200330:1210,296.21,342.75,7.07,41.19,4.59,3.59,0.0
20200330:1310,34.37,267.07,4.09,37.13,4.76,4.14,0.0
20200330:1410,0.0,137.09,1.97,30.74,4.2,3.72,0.0
20200330:1510,10.03,144.87,2.16,22.79,3.87,3.86,0.0
20200330:1610,4.23,80.67,1.19,13.92,2.94,2.69,0.0
20200330:1710,0.0,13.06,0.19,4.64,2.15,2.55,0.0
20200330:1810,0.0,0.0,0.0,0.0,1.27,2.07,0.0
20200330:1910,0.0,0.0,0.0,0.0,0.98,1.1,0.0
20200330:2010,0.0,0.0,0.0,0.0,0.92,0.9,0.0
20200330:2110,0.0,0.0,0.0,0.0,0.77,0.9,0.0
20200330:2210,0.0,0.0,0.0,0.0,0.42,1.17,0.0
20200330:2310,0.0,0.0,0.0,0.0,-0.24,1.38,0.0
20200331:0010,0.0,0.0,0.0,0.0,-0.8,1.45,0.0
20200331:0110,0.0,0.0,0.0,0.0,-0.57,1.38,0.0
20200331:0210,0.0,0.0,0.0,0.0,-0.28,1.52,0.0
20200331:0310,0.0,0.0,0.0,0.0,-0.18,1.79,0.0
20200331:0410,0.0,0.0,0.0,0.0,-0.34,2.14,0.0
20200331:0510,0.0,0.0,0.0,0.0,-0.69,2.34,0.0
20200331:0610,87.64,65.47,2.05,10.94,-1.02,2.76,0.0
20200331:0710,289.68,103.62,4.38,20.01,-0.52,2.69,0.0
20200331:0810,505.52,125.14,6.54,28.38,0.23,2.97,0.0
20200331:0910,584.91,190.9,7.88,35.43,1.49,3.03,0.0
20200331:1010,692.12,209.45,8.96,40.44,2.38,2.83,0.0
20200331:1110,162.94,355.09,6.28,42.62,3.18,2.55,0.0
20200331:1210,233.72,351.79,6.74,41.56,3.55,2.41,0.0
20200331:1310,466.94,273.6,7.54,37.47,3.7,2.21,0.0
20200331:1410,460.47,203.95,6.6,31.04,3.71,2.07,0.0
20200331:1510,455.57,96.36,5.32,23.06,3.69,2.0,0.0
20200331:1610,236.43,68.86,3.04,14.18,3.32,1.93,0.0
20200331:1710,36.55,21.58,0.76,4.9,2.93,1.52,0.0
20200331:1810,0.0,0.0,0.0,0.0,2.18,1.17,0.0
20200331:1910,0.0,0.0,0.0,0.0,0.68,1.45,0.0
20200331:2010,0.0,0.0,0.0,0.0,-0.74,1.45,0.0
20200331:2110,0.0,0.0,0.0,0.0,-1.56,1.31,0.0
20200331:2210,0.0,0.0,0.0,0.0,-1.23,1.1,0.0
20200331:2310,0.0,0.0,0.0,0.0,-1.26,1.03,0.0
20200401:0010,0.0,0.0,0.0,0.0,-1.72,1.03,0.0
20200401:0110,0.0,0.0,0.0,0.0,-2.26,1.1,0.0
20200401:0210,0.0,0.0,0.0,0.0,-2.68,1.17,0.0
20200401:0310,0.0,0.0,0.0,0.0,-2.87,1.17,0.0
20200401:0410,0.0,0.0,0.0,0.0,-2.91,1.1,0.0
20200401:0510,0.0,0.0,0.0,0.0,-3.18,1.17,0.0
