Latitude (decimal degrees):	51.498
Longitude (decimal degrees):	10.810
Elevation (m):	201
Radiation database:	PVGIS-SARAH2


Slope: 30 deg. 
Azimuth: 11 deg. 
time,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20200216:2310,0.0,0.0,0.0,0.0,13.84,8.41,0.0
20200217:0010,0.0,0.0,0.0,0.0,12.72,7.03,0.0
20200217:0110,0.0,0.0,0.0,0.0,10.56,6.34,0.0
20200217:0210,0.0,0.0,0.0,0.0,8.65,6.41,0.0
20200217:0310,0.0,0.0,0.0,0.0,7.52,6.34,0.0
20200217:0410,0.0,0.0,0.0,0.0,7.02,6.0,0.0
20200217:0510,0.0,0.0,0.0,0.0,6.76,5.66,0.0
20200217:0610,0.0,0.0,0.0,0.0,6.44,5.31,0.0
20200217:0710,4.64,26.36,0.4,5.41,6.63,5.1,0.0
20200217:0810,0.0,58.75,0.84,13.21,6.82,4.55,0.0
20200217:0910,39.84,149.8,2.34,19.63,7.26,3.93,0.0
20200217:1010,41.51,182.78,2.83,24.17,7.78,5.31,0.0
20200217:1110,31.17,191.12,2.89,26.36,8.24,6.0,0.0
20200217:1210,41.68,195.24,2.99,25.93,8.12,5.79,0.0
20200217:1310,26.06,161.43,2.42,22.93,8.09,5.79,0.0
20200217:1410,230.7,161.7,3.09,17.71,7.94,5.31,0.0
20200217:1510,246.21,93.84,1.98,10.79,7.8,4.97,0.0
20200217:1610,0.0,3.73,0.05,2.65,7.43,4.97,0.0
20200217:1710,0.0,0.0,0.0,0.0,6.9,4.97,0.0
20200217:1810,0.0,0.0,0.0,0.0,6.33,5.24,0.0
20200217:1910,0.0,0.0,0.0,0.0,6.05,4.97,0.0
20200217:2010,0.0,0.0,0.0,0.0,5.86,5.17,0.0
20200217:2110,0.0,0.0,0.0,0.0,5.91,5.17,0.0
20200217:2210,0.0,0.0,0.0,0.0,5.45,5.03,0.0
20200217:2310,0.0,0.0,0.0,0.0,5.19,5.38,0.0
20200218:0010,0.0,0.0,0.0,0.0,5.26,5.72,0.0
20200218:0110,0.0,0.0,0.0,0.0,5.18,5.86,0.0
20200218:0210,0.0,0.0,0.0,0.0,5.02,5.93,0.0
20200218:0310,0.0,0.0,0.0,0.0,4.85,5.93,0.0
20200218:0410,0.0,0.0,0.0,0.0,4.76,5.79,0.0
20200218:0510,0.0,0.0,0.0,0.0,4.73,5.93,0.0
20200218:0610,0.0,0.0,0.0,0.0,4.37,5.93,0.0
20200218:0710,91.42,30.63,0.92,5.71,4.21,5.93,0.0
20200218:0810,174.55,108.13,2.44,13.52,4.33,6.07,0.0
20200218:0910,5.38,116.4,1.7,19.96,5.03,6.14,0.0
20200218:1010,42.94,187.75,2.91,24.52,5.81,6.9,0.0
20200218:1110,143.66,237.05,4.06,26.71,6.58,7.31,0.0
20200218:1210,281.82,238.82,4.7,26.28,7.34,7.66,0.0
20200218:1310,0.0,46.63,0.67,23.26,7.38,7.45,0.0
20200218:1410,267.28,164.65,3.31,18.03,6.77,7.03,0.0
20200218:1510,205.86,102.53,1.96,11.08,6.47,5.31,0.0
20200218:1610,0.0,3.73,0.05,2.93,5.53,5.52,0.0
20200218:1710,0.0,0.0,0.0,0.0,4.76,5.03,0.0
20200218:1810,0.0,0.0,0.0,0.0,4.5,5.03,0.0
20200218:1910,0.0,0.0,0.0,0.0,4.37,4.97,0.0
20200218:2010,0.0,0.0,0.0,0.0,4.21,4.97,0.0
20200218:2110,0.0,0.0,0.0,0.0,4.07,4.9,0.0
20200218:2210,0.0,0.0,0.0,0.0,4.01,4.97,0.0
20200218:2310,0.0,0.0,0.0,0.0,4.0,5.1,0.0
20200219:0010,0.0,0.0,0.0,0.0,3.8,5.03,0.0
20200219:0110,0.0,0.0,0.0,0.0,3.73,4.97,0.0
20200219:0210,0.0,0.0,0.0,0.0,3.71,5.17,0.0
20200219:0310,0.0,0.0,0.0,0.0,3.88,5.59,0.0
20200219:0410,0.0,0.0,0.0,0.0,3.83,5.72,0.0
20200219:0510,0.0,0.0,0.0,0.0,3.29,5.93,0.0
20200219:0610,0.0,0.0,0.0,0.0,3.2,6.14,0.0
20200219:0710,0.0,24.25,0.35,6.01,3.12,5.31,0.0
20200219:0810,0.0,46.63,0.67,13.84,3.17,4.83,0.0
20200219:0910,3.55,118.0,1.71,20.3,3.03,4.9,0.0
20200219:1010,230.57,222.86,4.35,24.87,3.6,4.34,0.0
20200219:1110,185.81,244.59,4.38,27.07,4.26,4.69,0.0
20200219:1210,119.25,232.82,3.86,26.63,4.69,5.1,0.0
20200219:1310,436.68,192.02,4.84,23.6,5.29,5.03,0.0
20200219:1410,0.0,86.73,1.25,18.34,5.53,4.9,0.0
20200219:1510,2.65,61.05,0.88,11.38,5.37,4.9,0.0
20200219:1610,0.0,7.46,0.11,3.2,4.57,5.38,0.0
20200219:1710,0.0,0.0,0.0,0.0,3.87,5.03,0.0
20200219:1810,0.0,0.0,0.0,0.0,3.42,4.83,0.0
20200219:1910,0.0,0.0,0.0,0.0,3.18,4.83,0.0
20200219:2010,0.0,0.0,0.0,0.0,2.78,4.41,0.0
20200219:2110,0.0,0.0,0.0,0.0,2.36,4.0,0.0
20200219:2210,0.0,0.0,0.0,0.0,1.9,3.59,0.0
20200219:2310,0.0,0.0,0.0,0.0,1.45,3.17,0.0
20200220:0010,0.0,0.0,0.0,0.0,1.02,2.9,0.0
20200220:0110,0.0,0.0,0.0,0.0,0.77,2.83,0.0
20200220:0210,0.0,0.0,0.0,0.0,0.77,2.83,0.0
20200220:0310,0.0,0.0,0.0,0.0,0.7,2.76,0.0
20200220:0410,0.0,0.0,0.0,0.0,1.0,2.83,0.0
20200220:0510,0.0,0.0,0.0,0.0,1.24,2.97,0.0
20200220:0610,0.0,0.0,0.0,0.0,1.71,3.1,0.0
20200220:0710,0.0,22.38,0.32,6.32,2.03,3.24,0.0
20200220:0810,0.0,42.9,0.62,14.16,2.87,3.03,0.0
20200220:0910,0.0,98.85,1.42,20.64,4.03,4.34,0.0
20200220:1010,0.0,124.97,1.8,25.22,4.71,4.14,0.0
20200220:1110,1.79,150.39,2.17,27.43,5.06,4.07,0.0
20200220:1210,66.53,216.07,3.4,26.98,5.69,4.41,0.0
20200220:1310,0.0,107.25,1.54,23.93,6.3,4.69,0.0
20200220:1410,47.04,144.65,2.24,18.66,6.76,5.1,0.0
20200220:1510,7.8,66.61,0.98,11.67,6.88,4.48,0.0
20200220:1610,0.0,5.6,0.08,3.48,6.64,4.48,0.0
20200220:1710,0.0,0.0,0.0,0.0,6.37,4.69,0.0
20200220:1810,0.0,0.0,0.0,0.0,6.47,5.17,0.0
20200220:1910,0.0,0.0,0.0,0.0,6.31,5.59,0.0
20200220:2010,0.0,0.0,0.0,0.0,6.31,5.93,0.0
20200220:2110,0.0,0.0,0.0,0.0,6.26,6.07,0.0
20200220:2210,0.0,0.0,0.0,0.0,5.87,6.34,0.0
20200220:2310,0.0,0.0,0.0,0.0,5.56,7.1,0.0
20200221:0010,0.0,0.0,0.0,0.0,4.98,7.52,0.0
20200221:0110,0.0,0.0,0.0,0.0,3.83,6.76,0.0
20200221:0210,0.0,0.0,0.0,0.0,3.1,6.55,0.0
20200221:0310,0.0,0.0,0.0,0.0,2.68,6.34,0.0
20200221:0410,0.0,0.0,0.0,0.0,2.06,5.86,0.0
20200221:0510,0.0,0.0,0.0,0.0,2.09,5.59,0.0
20200221:0610,0.0,0.0,0.0,0.0,2.24,5.31,0.0
20200221:0710,17.99,43.94,0.71,6.63,2.45,5.45,0.0
20200221:0810,54.98,114.97,1.93,14.48,2.89,4.62,0.0
20200221:0910,3.47,121.71,1.77,20.98,3.33,5.79,0.0
20200221:1010,0.0,78.34,1.13,25.58,4.3,6.76,0.0
20200221:1110,97.66,234.12,3.83,27.79,5.39,6.76,0.0
20200221:1210,23.83,191.59,2.87,27.34,5.77,6.48,0.0
20200221:1310,92.69,206.16,3.34,24.27,5.95,6.14,0.0
20200221:1410,382.44,151.35,3.83,18.98,6.33,6.0,0.0
20200221:1510,124.98,107.82,1.84,11.97,6.58,5.45,0.0
20200221:1610,0.0,10.26,0.15,3.76,5.93,4.21,0.0
20200221:1710,0.0,0.0,0.0,0.0,5.44,4.07,0.0
20200221:1810,0.0,0.0,0.0,0.0,5.33,4.14,0.0
20200221:1910,0.0,0.0,0.0,0.0,4.87,4.28,0.0
20200221:2010,0.0,0.0,0.0,0.0,4.85,4.48,0.0
20200221:2110,0.0,0.0,0.0,0.0,4.92,4.69,0.0
20200221:2210,0.0,0.0,0.0,0.0,5.0,4.69,0.0
20200221:2310,0.0,0.0,0.0,0.0,4.92,4.76,0.0
20200222:0010,0.0,0.0,0.0,0.0,4.82,4.83,0.0
20200222:0110,0.0,0.0,0.0,0.0,4.27,4.9,0.0
20200222:0210,0.0,0.0,0.0,0.0,3.88,5.1,0.0
20200222:0310,0.0,0.0,0.0,0.0,3.48,5.24,0.0
20200222:0410,0.0,0.0,0.0,0.0,3.22,5.38,0.0
20200222:0510,0.0,0.0,0.0,0.0,3.01,5.59,0.0
20200222:0610,0.0,0.0,0.0,0.0,3.03,5.72,0.0
20200222:0710,108.32,41.57,1.18,6.94,3.1,6.0,0.0
20200222:0810,318.12,70.97,3.12,14.81,4.13,5.45,0.0
20200222:0910,386.77,137.5,4.41,21.32,5.29,6.21,0.0
20200222:1010,516.96,157.01,5.55,25.94,6.47,6.48,0.0
20200222:1110,428.09,219.32,5.56,28.15,8.3,7.24,0.0
20200222:1210,0.0,108.18,1.55,27.69,9.46,7.66,0.0
20200222:1310,153.09,215.55,3.74,24.61,9.7,7.52,0.0
20200222:1410,50.12,148.81,2.32,19.3,9.41,8.0,0.0
20200222:1510,95.09,104.49,1.73,12.27,9.22,8.0,0.0
20200222:1610,0.0,11.19,0.16,4.04,8.81,7.72,0.0
20200222:1710,0.0,0.0,0.0,0.0,8.61,7.52,0.0
20200222:1810,0.0,0.0,0.0,0.0,8.39,7.31,0.0
20200222:1910,0.0,0.0,0.0,0.0,8.15,6.9,0.0
20200222:2010,0.0,0.0,0.0,0.0,7.87,6.62,0.0
20200222:2110,0.0,0.0,0.0,0.0,7.54,6.48,0.0
20200222:2210,0.0,0.0,0.0,0.0,7.29,6.28,0.0
20200222:2310,0.0,0.0,0.0,0.0,7.27,6.76,0.0
20200223:0010,0.0,0.0,0.0,0.0,7.25,6.76,0.0
20200223:0110,0.0,0.0,0.0,0.0,7.36,6.76,0.0
20200223:0210,0.0,0.0,0.0,0.0,7.22,6.21,0.0
20200223:0310,0.0,0.0,0.0,0.0,7.13,6.0,0.0
20200223:0410,0.0,0.0,0.0,0.0,7.04,5.86,0.0
20200223:0510,0.0,0.0,0.0,0.0,6.86,5.86,0.0
20200223:0610,0.0,0.0,0.0,0.0,6.71,5.79,0.0
20200223:0710,0.0,10.26,0.15,7.26,6.83,5.31,0.0
20200223:0810,1.72,72.94,1.06,15.15,6.92,5.45,0.0
20200223:0910,0.0,39.17,0.56,21.67,7.09,5.17,0.0
20200223:1010,0.0,56.89,0.82,26.3,7.31,4.83,0.0
20200223:1110,0.0,55.95,0.8,28.52,8.16,7.31,0.0
20200223:1210,0.0,82.07,1.18,28.05,9.35,9.03,0.0
20200223:1310,0.0,57.82,0.83,24.96,9.89,9.38,0.0
20200223:1410,0.0,67.15,0.96,19.62,10.0,9.38,0.0
20200223:1510,2.46,64.72,0.94,12.56,10.02,9.17,0.0
20200223:1610,0.0,10.26,0.15,4.32,10.01,9.31,0.0
20200223:1710,0.0,0.0,0.0,0.0,10.11,9.59,0.0
20200223:1810,0.0,0.0,0.0,0.0,9.47,9.38,0.0
20200223:1910,0.0,0.0,0.0,0.0,7.17,8.28,0.0
20200223:2010,0.0,0.0,0.0,0.0,5.67,7.17,0.0
20200223:2110,0.0,0.0,0.0,0.0,4.68,6.83,0.0
20200223:2210,0.0,0.0,0.0,0.0,3.94,6.62,0.0
20200223:2310,0.0,0.0,0.0,0.0,3.29,5.86,0.0
20200224:0010,0.0,0.0,0.0,0.0,2.91,5.45,0.0
20200224:0110,0.0,0.0,0.0,0.0,2.59,5.24,0.0
20200224:0210,0.0,0.0,0.0,0.0,2.3,5.03,0.0
20200224:0310,0.0,0.0,0.0,0.0,2.08,4.83,0.0
20200224:0410,0.0,0.0,0.0,0.0,2.02,4.48,0.0
20200224:0510,0.0,0.0,0.0,0.0,1.87,4.07,0.0
20200224:0610,0.0,0.0,0.0,0.0,1.54,3.66,0.0
20200224:0710,9.1,45.11,0.7,7.58,2.14,3.52,0.0
20200224:0810,120.63,126.5,2.49,15.48,2.87,3.31,0.0
20200224:0910,42.13,167.54,2.64,22.02,3.86,3.93,0.0
20200224:1010,96.93,221.84,3.7,26.66,4.38,3.38,0.0
20200224:1110,3.47,157.13,2.28,28.89,5.41,3.66,0.0
20200224:1210,3.58,160.91,2.33,28.42,5.6,4.14,0.0
20200224:1310,0.0,75.54,1.09,25.3,4.91,4.14,0.0
20200224:1410,0.0,49.43,0.71,19.94,3.94,3.38,0.0
20200224:1510,0.0,36.37,0.52,12.86,3.33,3.31,0.0
20200224:1610,0.0,11.19,0.16,4.6,3.69,4.0,0.0
20200224:1710,0.0,0.0,0.0,0.0,4.56,4.21,0.0
20200224:1810,0.0,0.0,0.0,0.0,6.13,5.17,0.0
20200224:1910,0.0,0.0,0.0,0.0,7.09,6.41,0.0
20200224:2010,0.0,0.0,0.0,0.0,8.3,6.9,0.0
20200224:2110,0.0,0.0,0.0,0.0,8.5,6.83,0.0
20200224:2210,0.0,0.0,0.0,0.0,8.35,6.48,0.0
20200224:2310,0.0,0.0,0.0,0.0,8.27,6.28,0.0
20200225:0010,0.0,0.0,0.0,0.0,8.26,6.28,0.0
20200225:0110,0.0,0.0,0.0,0.0,8.37,6.41,0.0
20200225:0210,0.0,0.0,0.0,0.0,8.35,6.41,0.0
20200225:0310,0.0,0.0,0.0,0.0,8.3,6.34,0.0
20200225:0410,0.0,0.0,0.0,0.0,8.23,6.0,0.0
20200225:0510,0.0,0.0,0.0,0.0,8.04,5.86,0.0
20200225:0610,0.0,0.0,0.0,0.0,7.77,5.38,0.0
20200225:0710,3.54,41.47,0.62,7.9,7.89,5.59,0.0
20200225:0810,43.57,122.92,2.01,15.82,7.66,5.24,0.0
20200225:0910,246.99,187.97,4.14,22.38,7.45,5.45,0.0
20200225:1010,80.96,223.65,3.64,27.03,7.61,6.0,0.0
20200225:1110,156.66,256.96,4.49,29.26,7.51,5.79,0.0
20200225:1210,0.0,108.18,1.55,28.78,7.8,6.0,0.0
20200225:1310,124.85,224.41,3.76,25.65,8.06,6.0,0.0
20200225:1410,209.9,184.48,3.47,20.26,8.18,5.86,0.0
20200225:1510,334.14,95.1,2.68,13.16,7.91,5.52,0.0
20200225:1610,15.95,28.87,0.44,4.89,7.18,4.34,0.0
20200225:1710,0.0,0.0,0.0,0.0,6.06,3.72,0.0
20200225:1810,0.0,0.0,0.0,0.0,5.21,3.38,0.0
20200225:1910,0.0,0.0,0.0,0.0,4.78,3.72,0.0
20200225:2010,0.0,0.0,0.0,0.0,4.46,3.52,0.0
20200225:2110,0.0,0.0,0.0,0.0,4.14,3.45,0.0
20200225:2210,0.0,0.0,0.0,0.0,3.31,3.66,0.0
20200225:2310,0.0,0.0,0.0,0.0,2.69,3.93,0.0
20200226:0010,0.0,0.0,0.0,0.0,2.7,4.21,0.0
20200226:0110,0.0,0.0,0.0,0.0,2.79,4.21,0.0
20200226:0210,0.0,0.0,0.0,0.0,2.76,3.66,0.0
20200226:0310,0.0,0.0,0.0,0.0,2.47,3.24,0.0
20200226:0410,0.0,0.0,0.0,0.0,1.86,2.9,0.0
20200226:0510,0.0,0.0,0.0,0.0,1.4,3.72,0.0
20200226:0610,0.0,0.0,0.0,0.0,1.52,4.69,0.0
20200226:0710,122.25,49.97,1.49,8.23,1.41,4.97,0.0
20200226:0810,0.0,37.3,0.54,16.16,1.83,4.34,0.0
20200226:0910,99.17,192.81,3.32,22.74,2.36,4.62,0.0
20200226:1010,40.16,207.4,3.2,27.4,2.97,4.48,0.0
20200226:1110,0.0,94.19,1.35,29.64,3.73,4.28,0.0
20200226:1210,1.76,152.24,2.2,29.15,3.85,4.21,0.0
20200226:1310,1.85,136.4,1.97,25.99,3.82,4.41,0.0
20200226:1410,139.73,184.92,3.19,20.58,3.7,4.14,0.0
20200226:1510,6.99,80.46,1.18,13.46,3.23,4.14,0.0
20200226:1610,3.8,25.58,0.38,5.17,2.69,4.28,0.0
20200226:1710,0.0,0.0,0.0,0.0,1.96,4.48,0.0
20200226:1810,0.0,0.0,0.0,0.0,1.55,4.07,0.0
20200226:1910,0.0,0.0,0.0,0.0,1.29,4.21,0.0
20200226:2010,0.0,0.0,0.0,0.0,1.0,4.14,0.0
20200226:2110,0.0,0.0,0.0,0.0,1.04,4.21,0.0
20200226:2210,0.0,0.0,0.0,0.0,1.22,4.28,0.0
20200226:2310,0.0,0.0,0.0,0.0,1.24,4.41,0.0
20200227:0010,0.0,0.0,0.0,0.0,1.08,4.48,0.0
20200227:0110,0.0,0.0,0.0,0.0,0.86,4.28,0.0
20200227:0210,0.0,0.0,0.0,0.0,0.59,4.21,0.0
20200227:0310,0.0,0.0,0.0,0.0,0.94,4.28,0.0
20200227:0410,0.0,0.0,0.0,0.0,1.17,4.28,0.0
20200227:0510,0.0,0.0,0.0,0.0,1.19,4.14,0.0
20200227:0610,0.0,0.0,0.0,0.0,1.02,3.86,0.0
20200227:0710,70.47,63.04,1.33,8.56,0.6,4.48,0.0
20200227:0810,84.86,137.2,2.47,16.51,1.08,5.1,0.0
20200227:0910,142.45,199.8,3.68,23.1,1.9,4.69,0.0
20200227:1010,21.58,192.74,2.89,27.78,2.48,4.34,0.0
20200227:1110,25.44,211.24,3.18,30.02,3.16,4.07,0.0
20200227:1210,108.45,251.14,4.14,29.51,3.64,3.72,0.0
20200227:1310,80.59,219.04,3.51,26.34,3.93,3.03,0.0
20200227:1410,19.74,143.38,2.14,20.9,3.88,2.41,0.0
20200227:1510,0.0,56.89,0.82,13.76,3.45,2.21,0.0
20200227:1610,10.87,29.23,0.44,5.45,2.56,1.79,0.0
20200227:1710,0.0,0.0,0.0,0.0,1.56,1.59,0.0
20200227:1810,0.0,0.0,0.0,0.0,0.9,1.59,0.0
20200227:1910,0.0,0.0,0.0,0.0,0.84,1.31,0.0
20200227:2010,0.0,0.0,0.0,0.0,0.7,1.45,0.0
20200227:2110,0.0,0.0,0.0,0.0,0.5,1.79,0.0
20200227:2210,0.0,0.0,0.0,0.0,0.38,2.21,0.0
20200227:2310,0.0,0.0,0.0,0.0,0.26,2.48,0.0
20200228:0010,0.0,0.0,0.0,0.0,0.14,2.9,0.0
20200228:0110,0.0,0.0,0.0,0.0,0.03,3.31,0.0
20200228:0210,0.0,0.0,0.0,0.0,-0.14,3.79,0.0
20200228:0310,0.0,0.0,0.0,0.0,-0.02,4.41,0.0
20200228:0410,0.0,0.0,0.0,0.0,0.47,4.76,0.0
20200228:0510,0.0,0.0,0.0,0.0,0.64,4.62,0.0
20200228:0610,0.0,0.0,0.0,0.0,0.56,4.34,0.0
20200228:0710,45.84,66.5,1.23,8.89,1.15,4.55,0.0
20200228:0810,3.22,94.59,1.38,16.85,1.84,5.72,0.0
20200228:0910,4.87,140.54,2.05,23.46,2.46,5.45,0.0
20200228:1010,1.65,146.61,2.12,28.15,3.79,6.0,0.0
20200228:1110,52.19,235.89,3.67,30.4,4.82,5.72,0.0
20200228:1210,34.72,220.59,3.35,29.88,5.26,5.31,0.0
20200228:1310,134.39,235.34,3.99,26.69,5.28,5.1,0.0
20200228:1410,533.29,123.87,4.74,21.23,5.21,4.9,0.0
20200228:1510,144.16,126.36,2.26,14.06,4.97,4.28,0.0
20200228:1610,20.81,36.39,0.56,5.73,4.41,3.38,0.0
20200228:1710,0.0,0.0,0.0,0.0,3.39,3.1,0.0
20200228:1810,0.0,0.0,0.0,0.0,2.76,3.24,0.0
20200228:1910,0.0,0.0,0.0,0.0,2.45,3.59,0.0
20200228:2010,0.0,0.0,0.0,0.0,2.47,3.79,0.0
20200228:2110,0.0,0.0,0.0,0.0,2.66,4.0,0.0
20200228:2210,0.0,0.0,0.0,0.0,2.57,4.69,0.0
20200228:2310,0.0,0.0,0.0,0.0,2.07,5.1,0.0
20200229:0010,0.0,0.0,0.0,0.0,1.81,5.24,0.0
20200229:0110,0.0,0.0,0.0,0.0,2.02,5.17,0.0
20200229:0210,0.0,0.0,0.0,0.0,2.67,5.1,0.0
20200229:0310,0.0,0.0,0.0,0.0,3.42,5.1,0.0
20200229:0410,0.0,0.0,0.0,0.0,3.92,5.03,0.0
20200229:0510,0.0,0.0,0.0,0.0,3.88,4.69,0.0
20200229:0610,0.0,0.0,0.0,0.0,4.13,4.48,0.0
20200229:0710,0.0,32.64,0.47,8.89,4.18,4.62,0.0
20200229:0810,20.95,119.77,1.85,16.85,5.19,4.9,0.0
20200229:0910,85.98,195.84,3.31,23.46,6.4,4.34,0.0
20200229:1010,298.1,238.71,5.18,28.15,7.79,4.41,0.0
20200229:1110,488.22,225.47,6.24,30.4,9.84,4.41,0.0
20200229:1210,453.12,236.61,5.99,29.88,11.27,4.9,0.0
20200229:1310,114.41,229.36,3.82,26.69,12.29,5.38,0.0
20200229:1410,52.74,166.9,2.61,21.23,12.46,5.17,0.0
20200229:1510,4.5,77.17,1.13,14.06,12.57,5.86,0.0
20200229:1610,17.34,34.93,0.54,5.73,12.07,6.07,0.0
20200229:1710,0.0,0.0,0.0,0.0,11.13,6.76,0.0
20200229:1810,0.0,0.0,0.0,0.0,9.5,6.14,0.0
20200229:1910,0.0,0.0,0.0,0.0,7.76,6.14,0.0
20200229:2010,0.0,0.0,0.0,0.0,6.67,4.76,0.0
20200229:2110,0.0,0.0,0.0,0.0,5.8,4.48,0.0
20200229:2210,0.0,0.0,0.0,0.0,4.86,4.62,0.0
20200229:2310,0.0,0.0,0.0,0.0,4.45,4.83,0.0
20200301:0010,0.0,0.0,0.0,0.0,4.24,5.03,0.0
20200301:0110,0.0,0.0,0.0,0.0,4.17,5.03,0.0
20200301:0210,0.0,0.0,0.0,0.0,3.96,4.83,0.0
20200301:0310,0.0,0.0,0.0,0.0,3.88,4.76,0.0
20200301:0410,0.0,0.0,0.0,0.0,4.09,4.97,0.0
20200301:0510,0.0,0.0,0.0,0.0,4.35,5.1,0.0
20200301:0610,0.0,0.0,0.0,0.0,3.9,5.03,0.0
20200301:0710,0.0,30.78,0.44,9.23,4.7,5.24,0.0
20200301:0810,116.15,145.42,2.8,17.21,5.41,5.45,0.0
20200301:0910,73.94,197.45,3.27,23.83,6.44,5.52,0.0
20200301:1010,83.34,236.87,3.87,28.53,7.46,6.41,0.0
20200301:1110,0.0,42.9,0.62,30.78,8.07,6.34,0.0
20200301:1210,263.65,272.12,5.28,30.25,8.4,6.14,0.0
20200301:1310,68.43,218.17,3.46,27.04,7.99,6.41,0.0
20200301:1410,222.29,197.44,3.78,21.55,8.23,6.34,0.0
20200301:1510,288.12,119.17,2.84,14.36,8.02,5.31,0.0
20200301:1610,126.45,55.48,0.98,6.01,7.65,4.07,0.0
20200301:1710,0.0,0.0,0.0,0.0,6.62,3.24,0.0
20200301:1810,0.0,0.0,0.0,0.0,6.13,2.9,0.0
20200301:1910,0.0,0.0,0.0,0.0,5.76,2.21,0.0
20200301:2010,0.0,0.0,0.0,0.0,5.14,2.07,0.0
20200301:2110,0.0,0.0,0.0,0.0,4.79,2.07,0.0
20200301:2210,0.0,0.0,0.0,0.0,4.81,2.55,0.0
20200301:2310,0.0,0.0,0.0,0.0,5.01,3.72,0.0
20200302:0010,0.0,0.0,0.0,0.0,5.35,4.28,0.0
20200302:0110,0.0,0.0,0.0,0.0,5.59,4.21,0.0
20200302:0210,0.0,0.0,0.0,0.0,5.6,4.55,0.0
20200302:0310,0.0,0.0,0.0,0.0,5.06,4.48,0.0
20200302:0410,0.0,0.0,0.0,0.0,4.35,4.62,0.0
20200302:0510,0.0,0.0,0.0,0.0,3.57,4.62,0.0
20200302:0610,0.0,0.0,0.0,0.0,3.09,4.14,0.0
20200302:0710,126.63,64.2,1.81,9.57,2.97,3.72,0.0
20200302:0810,293.9,113.26,3.71,17.56,3.34,4.21,0.0
20200302:0910,541.61,109.64,5.63,24.2,3.92,4.62,0.0
20200302:1010,295.15,250.27,5.36,28.91,5.06,3.45,0.0
20200302:1110,683.63,167.13,7.13,31.16,6.2,2.76,0.0
20200302:1210,638.02,191.23,6.85,30.63,7.12,2.97,0.0
20200302:1310,648.34,153.39,6.27,27.39,7.97,2.97,0.0
20200302:1410,568.13,118.46,5.01,21.87,8.38,3.03,0.0
20200302:1510,37.09,111.83,1.73,14.66,8.42,3.38,0.0
20200302:1610,28.79,45.07,0.68,6.29,7.77,2.62,0.0
20200302:1710,0.0,0.0,0.0,0.0,6.79,2.41,0.0
20200302:1810,0.0,0.0,0.0,0.0,6.08,2.48,0.0
20200302:1910,0.0,0.0,0.0,0.0,5.64,2.48,0.0
20200302:2010,0.0,0.0,0.0,0.0,5.36,2.07,0.0
20200302:2110,0.0,0.0,0.0,0.0,5.06,1.59,0.0
20200302:2210,0.0,0.0,0.0,0.0,4.55,1.31,0.0
20200302:2310,0.0,0.0,0.0,0.0,4.07,1.17,0.0
20200303:0010,0.0,0.0,0.0,0.0,3.67,1.17,0.0
20200303:0110,0.0,0.0,0.0,0.0,3.43,1.17,0.0
20200303:0210,0.0,0.0,0.0,0.0,3.42,1.31,0.0
20200303:0310,0.0,0.0,0.0,0.0,3.64,1.66,0.0
20200303:0410,0.0,0.0,0.0,0.0,3.79,2.21,0.0
20200303:0510,0.0,0.0,0.0,0.0,3.91,2.69,0.0
20200303:0610,0.0,0.0,0.0,0.0,3.89,3.38,0.0
20200303:0710,15.3,68.33,1.09,9.91,3.84,3.72,0.0
20200303:0810,26.4,132.74,2.08,17.92,3.58,3.66,0.0
20200303:0910,33.16,182.45,2.83,24.57,3.47,3.93,0.0
20200303:1010,168.99,258.35,4.69,29.3,3.84,5.93,0.0
20200303:1110,245.48,279.84,5.4,31.55,5.18,5.93,0.0
20200303:1210,130.75,268.1,4.53,31.0,6.13,5.52,0.0
20200303:1310,602.31,172.88,6.19,27.74,6.69,4.83,0.0
20200303:1410,304.84,195.16,4.23,22.2,6.62,4.14,0.0
20200303:1510,90.22,129.49,2.16,14.96,6.31,3.79,0.0
20200303:1610,58.54,54.12,0.86,6.57,5.82,2.83,0.0
20200303:1710,0.0,0.0,0.0,0.0,4.65,2.07,0.0
20200303:1810,0.0,0.0,0.0,0.0,3.32,2.0,0.0
20200303:1910,0.0,0.0,0.0,0.0,2.33,2.41,0.0
20200303:2010,0.0,0.0,0.0,0.0,1.68,2.55,0.0
20200303:2110,0.0,0.0,0.0,0.0,1.28,2.41,0.0
20200303:2210,0.0,0.0,0.0,0.0,0.52,2.34,0.0
20200303:2310,0.0,0.0,0.0,0.0,-0.08,2.34,0.0
20200304:0010,0.0,0.0,0.0,0.0,-0.51,2.28,0.0
20200304:0110,0.0,0.0,0.0,0.0,-0.94,2.28,0.0
20200304:0210,0.0,0.0,0.0,0.0,-1.35,2.21,0.0
20200304:0310,0.0,0.0,0.0,0.0,-1.63,2.14,0.0
20200304:0410,0.0,0.0,0.0,0.0,-1.82,2.14,0.0
20200304:0510,0.0,0.0,0.0,0.0,-1.74,2.07,0.0
20200304:0610,0.0,0.0,0.0,0.0,-1.73,2.14,0.0
20200304:0710,8.99,65.49,1.0,10.26,-1.2,1.86,0.0
20200304:0810,108.97,154.21,2.92,18.27,1.6,3.24,0.0
20200304:0910,54.78,199.36,3.2,24.94,3.03,4.0,0.0
20200304:1010,3.19,170.14,2.47,29.68,4.17,4.34,0.0
